state_abbr,year,state,expanded_medicaid,expansion_year,trump_2024,fips_state,total_plan_selections,avg_monthly_premium,avg_premium_after_aptc,pct_with_aptc,medicaid_chip_enrollment,uninsured_rate,total_population,total_uninsured,marketplace_yoy_change,marketplace_yoy_pct,growth_since_2020_pct
MS,2022,Mississippi,False,,True,28,143014.0,618.0,72.0,96.4,770553.0,10.85,2872112.0,311574.0,32048.0,28.9,44.6
MS,2023,Mississippi,False,,True,28,183478.0,624.0,60.0,97.2,700646.0,10.35,2874290.0,297394.0,40464.0,28.3,85.5
MS,2024,Mississippi,False,,True,28,286410.0,616.0,36.0,98.1,605422.0,9.71,2883778.0,279879.0,102932.0,56.1,189.6
MS,2025,Mississippi,False,,True,28,338159.0,605.0,41.0,97.9,588268.0,,,,51749.0,18.1,241.9
MS,2026,Mississippi,False,,True,28,313392.0,816.0,131.0,95.4,,,,,-24767.0,-7.3,216.9
MT,2020,Montana,True,2016.0,True,30,43822.0,572.0,173.0,82.1,279013.0,,,,,,0.0
MT,2021,Montana,True,2016.0,True,30,44711.0,571.0,196.0,80.0,303304.0,8.22,1088496.0,89432.0,889.0,2.0,2.0
MT,2022,Montana,True,2016.0,True,30,51134.0,577.0,142.0,86.8,324866.0,8.26,1104997.0,91272.0,6423.0,14.4,16.7
MT,2023,Montana,True,2016.0,True,30,53860.0,610.0,186.0,86.3,242142.0,8.43,1115486.0,94075.0,2726.0,5.3,22.9
MT,2024,Montana,True,2016.0,True,30,66336.0,604.0,162.0,87.7,216770.0,8.75,1121105.0,98102.0,12476.0,23.2,51.4
MT,2025,Montana,True,2016.0,True,30,77221.0,634.0,151.0,89.0,210444.0,,,,10885.0,16.4,76.2
MT,2026,Montana,True,2016.0,True,30,73255.0,729.0,230.0,77.7,,,,,-3966.0,-5.1,67.2
NC,2020,North Carolina,True,2023.0,True,37,505275.0,660.0,116.0,89.7,2054635.0,,,,,,0.0
NC,2021,North Carolina,True,2023.0,True,37,535803.0,633.0,125.0,89.6,2241778.0,10.42,10345935.0,1078109.0,30528.0,6.0,6.0
NC,2022,North Carolina,True,2023.0,True,37,670223.0,637.0,96.0,93.4,2401986.0,9.28,10480843.0,973095.0,134420.0,25.1,32.6
NC,2023,North Carolina,True,2023.0,True,37,800850.0,643.0,92.0,94.4,2655404.0,9.23,10623208.0,980623.0,130627.0,19.5,58.5
NC,2024,North Carolina,True,2023.0,True,37,1027930.0,609.0,77.0,95.4,2845108.0,8.56,10837928.0,927893.0,227080.0,28.4,103.4
NC,2025,North Carolina,True,2023.0,True,37,975110.0,637.0,97.0,94.3,2860490.0,,,,-52820.0,-5.1,93.0
NC,2026,North Carolina,True,2023.0,True,37,761457.0,755.0,180.0,87.1,,,,,-213653.0,-21.9,50.7
ND,2020,North Dakota,True,2014.0,True,38,21666.0,453.0,184.0,83.0,107199.0,,,,,,0.0
ND,2021,North Dakota,True,2014.0,True,38,22709.0,485.0,135.0,83.3,118168.0,7.85,756440.0,59397.0,1043.0,4.8,4.8
ND,2022,North Dakota,True,2014.0,True,38,29873.0,507.0,100.0,90.0,130665.0,6.38,762522.0,48630.0,7164.0,31.5,37.9
ND,2023,North Dakota,True,2014.0,True,38,34130.0,519.0,126.0,90.1,114896.0,4.5,763538.0,34366.0,4257.0,14.3,57.5
ND,2024,North Dakota,True,2014.0,True,38,38535.0,520.0,132.0,89.5,108618.0,6.06,777259.0,47118.0,4405.0,12.9,77.9
ND,2025,North Dakota,True,2014.0,True,38,42901.0,585.0,145.0,90.7,103836.0,,,,4366.0,11.3,98.0
ND,2026,North Dakota,True,2014.0,True,38,41014.0,591.0,229.0,78.5,,,,,-1887.0,-4.4,89.3
NE,2020,Nebraska,True,2020.0,True,31,90845.0,765.0,107.0,92.5,304573.0,,,,,,0.0
NE,2021,Nebraska,True,2020.0,True,31,88688.0,722.0,95.0,92.8,355314.0,7.11,1936190.0,137604.0,-2157.0,-2.4,-2.4
NE,2022,Nebraska,True,2020.0,True,31,99011.0,707.0,121.0,95.3,390562.0,6.68,1939912.0,129571.0,10323.0,11.6,9.0
NE,2023,Nebraska,True,2020.0,True,31,101490.0,661.0,132.0,94.5,371047.0,6.12,1951731.0,119482.0,2479.0,2.5,11.7
NE,2024,Nebraska,True,2020.0,True,31,117882.0,670.0,120.0,94.7,346843.0,7.07,1977209.0,139831.0,16392.0,16.2,29.8
NE,2025,Nebraska,True,2020.0,True,31,136684.0,687.0,114.0,95.1,330795.0,,,,18802.0,15.9,50.5
NE,2026,Nebraska,True,2020.0,True,31,128492.0,800.0,217.0,86.5,,,,,-8192.0,-6.0,41.4
NH,2020,New Hampshire,True,2014.0,True,33,44412.0,529.0,238.0,69.7,213815.0,,,,,,0.0
NH,2021,New Hampshire,True,2014.0,True,33,46670.0,446.0,236.0,64.0,236195.0,5.14,1372918.0,70511.0,2258.0,5.1,5.1
NH,2022,New Hampshire,True,2014.0,True,33,52497.0,447.0,212.0,70.2,249906.0,4.9,1379160.0,67521.0,5827.0,12.5,18.2
NH,2023,New Hampshire,True,2014.0,True,33,54557.0,469.0,228.0,69.8,185127.0,4.73,1386016.0,65615.0,2060.0,3.9,22.8
NH,2024,New Hampshire,True,2014.0,True,33,65117.0,453.0,202.0,71.8,188207.0,4.47,1392859.0,62323.0,10560.0,19.4,46.6
NH,2025,New Hampshire,True,2014.0,True,33,70337.0,469.0,230.0,70.7,174925.0,,,,5220.0,8.0,58.4
NH,2026,New Hampshire,True,2014.0,True,33,66024.0,553.0,342.0,55.7,,,,,-4313.0,-6.1,48.7
NJ,2020,New Jersey,True,2014.0,False,34,246426.0,554.0,241.0,74.9,1905205.0,,,,,,0.0
NJ,2021,New Jersey,True,2014.0,False,34,269560.0,575.0,228.0,79.0,2068050.0,7.17,9163640.0,656728.0,23134.0,9.4,9.4
NJ,2022,New Jersey,True,2014.0,False,34,324266.0,620.0,197.0,86.4,2202958.0,6.84,9168124.0,627147.0,54706.0,20.3,31.6
NJ,2023,New Jersey,True,2014.0,False,34,341901.0,658.0,215.0,87.8,2060041.0,7.19,9204137.0,661863.0,17635.0,5.4,38.7
NJ,2024,New Jersey,True,2014.0,False,34,397942.0,661.0,201.0,88.4,1796634.0,7.73,9413695.0,727278.0,56041.0,16.4,61.5
NJ,2025,New Jersey,True,2014.0,False,34,513217.0,673.0,179.0,90.1,1741837.0,,,,115275.0,29.0,108.3
NJ,2026,New Jersey,True,2014.0,False,34,509192.0,734.0,277.0,82.2,,,,,-4025.0,-0.8,106.6
NM,2020,New Mexico,True,2014.0,False,35,42714.0,476.0,195.0,75.3,818279.0,,,,,,0.0
NM,2021,New Mexico,True,2014.0,False,35,42984.0,463.0,195.0,72.3,866606.0,9.97,2077326.0,207125.0,270.0,0.6,0.6
NM,2022,New Mexico,True,2014.0,False,35,45664.0,540.0,219.0,82.0,884416.0,8.22,2074351.0,170469.0,2680.0,6.2,6.9
NM,2023,New Mexico,True,2014.0,False,35,40778.0,588.0,162.0,77.8,783627.0,9.08,2076456.0,188600.0,-4886.0,-10.7,-4.5
NM,2024,New Mexico,True,2014.0,False,35,56472.0,604.0,151.0,82.3,734027.0,10.1,2091891.0,211289.0,15694.0,38.5,32.2
NM,2025,New Mexico,True,2014.0,False,35,70373.0,657.0,152.0,85.3,682701.0,,,,13901.0,24.6,64.8
NM,2026,New Mexico,True,2014.0,False,35,83103.0,842.0,299.0,82.3,,,,,12730.0,18.1,94.6
NV,2020,Nevada,True,2014.0,True,32,77410.0,,,79.7,749040.0,,,,,,0.0
NV,2021,Nevada,True,2014.0,True,32,81903.0,,,84.8,835255.0,11.64,3105760.0,361664.0,4493.0,5.8,5.8
NV,2022,Nevada,True,2014.0,True,32,101411.0,,,90.1,870550.0,11.11,3139304.0,348688.0,19508.0,23.8,31.0
NV,2023,Nevada,True,2014.0,True,32,96379.0,531.0,156.0,85.6,862954.0,10.8,3154027.0,340636.0,-5032.0,-5.0,24.5
NV,2024,Nevada,True,2014.0,True,32,99312.0,530.0,154.0,85.8,765943.0,11.35,3228647.0,366606.0,2933.0,3.0,28.3
NV,2025,Nevada,True,2014.0,True,32,110687.0,555.0,152.0,86.8,726387.0,,,,11375.0,11.5,43.0
NV,2026,Nevada,True,2014.0,True,32,104286.0,659.0,234.0,82.4,,,,,-6401.0,-5.8,34.7
NY,2020,New York,True,2014.0,False,36,272948.0,643.0,226.0,58.3,6686686.0,,,,,,0.0
NY,2021,New York,True,2014.0,False,36,215889.0,656.0,256.0,51.9,7078662.0,5.2,19599048.0,1019287.0,-57059.0,-20.9,-20.9
NY,2022,New York,True,2014.0,False,36,221895.0,608.0,400.0,62.2,7408878.0,4.85,19475046.0,944796.0,6006.0,2.8,-18.7
NY,2023,New York,True,2014.0,False,36,214052.0,656.0,451.0,61.1,7176273.0,4.84,19372405.0,938315.0,-7843.0,-3.5,-21.6
NY,2024,New York,True,2014.0,False,36,288681.0,714.0,410.0,71.2,6650700.0,4.95,19666716.0,973715.0,74629.0,34.9,5.8
NY,2025,New York,True,2014.0,False,36,221534.0,791.0,532.0,63.4,6515805.0,,,,-67147.0,-23.3,-18.8
NY,2026,New York,True,2014.0,False,36,210704.0,812.0,636.0,42.6,,,,,-10830.0,-4.9,-22.8
OH,2020,Ohio,True,2014.0,True,39,196806.0,522.0,230.0,74.8,2955796.0,,,,,,0.0
OH,2021,Ohio,True,2014.0,True,39,201069.0,524.0,243.0,74.1,3172286.0,6.53,11611229.0,757709.0,4263.0,2.2,2.2
OH,2022,Ohio,True,2014.0,True,39,259999.0,575.0,230.0,78.9,3365244.0,5.89,11587715.0,682549.0,58930.0,29.3,32.1
OH,2023,Ohio,True,2014.0,True,39,294644.0,596.0,196.0,83.4,3062594.0,6.13,11616141.0,712613.0,34645.0,13.3,49.7
OH,2024,Ohio,True,2014.0,True,39,477793.0,581.0,136.0,89.4,2838003.0,6.68,11714170.0,782626.0,183149.0,62.2,142.8
OH,2025,Ohio,True,2014.0,True,39,583443.0,580.0,126.0,90.8,2729099.0,,,,105650.0,22.1,196.5
OH,2026,Ohio,True,2014.0,True,39,469616.0,665.0,233.0,82.6,,,,,-113827.0,-19.5,138.6
OK,2020,Oklahoma,True,2020.0,True,40,158642.0,644.0,108.0,90.1,863285.0,,,,,,0.0
OK,2021,Oklahoma,True,2020.0,True,40,171551.0,623.0,106.0,91.0,1130652.0,13.77,3905272.0,537825.0,12909.0,8.1,8.1
OK,2022,Oklahoma,True,2020.0,True,40,189444.0,623.0,93.0,95.1,1294297.0,11.73,3930259.0,460880.0,17893.0,10.4,19.4
OK,2023,Oklahoma,True,2020.0,True,40,203157.0,647.0,98.0,95.1,1039621.0,11.35,3967096.0,450430.0,13713.0,7.2,28.1
OK,2024,Oklahoma,True,2020.0,True,40,277436.0,632.0,79.0,96.2,988875.0,11.52,4009467.0,461884.0,74279.0,36.6,74.9
OK,2025,Oklahoma,True,2020.0,True,40,307989.0,616.0,78.0,96.3,968050.0,,,,30553.0,11.0,94.1
OK,2026,Oklahoma,True,2020.0,True,40,261887.0,727.0,161.0,90.7,,,,,-46102.0,-15.0,65.1
OR,2020,Oregon,True,2014.0,False,41,145264.0,558.0,231.0,71.7,1150385.0,,,,,,0.0
OR,2021,Oregon,True,2014.0,False,41,141089.0,562.0,246.0,70.0,1274985.0,6.07,4206414.0,255438.0,-4175.0,-2.9,-2.9
OR,2022,Oregon,True,2014.0,False,41,146602.0,587.0,201.0,78.8,1380287.0,6.01,4199471.0,252437.0,5513.0,3.9,0.9
OR,2023,Oregon,True,2014.0,False,41,141963.0,625.0,224.0,79.9,1461809.0,5.49,4193025.0,230296.0,-4639.0,-3.2,-2.3
OR,2024,Oregon,True,2014.0,False,41,145509.0,655.0,231.0,80.9,1317097.0,5.19,4227347.0,219386.0,3546.0,2.5,0.2
OR,2025,Oregon,True,2014.0,False,41,139688.0,696.0,272.0,79.9,1303114.0,,,,-5821.0,-4.0,-3.8
OR,2026,Oregon,True,2014.0,False,41,118372.0,741.0,426.0,60.0,,,,,-21316.0,-15.3,-18.5
PA,2020,Pennsylvania,True,2015.0,True,42,331825.0,648.0,213.0,84.1,3303119.0,,,,,,0.0
PA,2021,Pennsylvania,True,2015.0,True,42,337722.0,622.0,184.0,85.1,3523735.0,5.49,12767386.0,701541.0,5897.0,1.8,1.8
PA,2022,Pennsylvania,True,2015.0,True,42,374776.0,616.0,168.0,89.5,3674072.0,5.32,12789843.0,680937.0,37054.0,11.0,12.9
PA,2023,Pennsylvania,True,2015.0,True,42,371516.0,641.0,183.0,87.6,3392187.0,5.42,12779387.0,692405.0,-3260.0,-0.9,12.0
PA,2024,Pennsylvania,True,2015.0,True,42,434571.0,641.0,180.0,87.1,3089741.0,5.84,12893583.0,752566.0,63055.0,17.0,31.0
PA,2025,Pennsylvania,True,2015.0,True,42,496661.0,655.0,187.0,86.5,2990577.0,,,,62090.0,14.3,49.7
PA,2026,Pennsylvania,True,2015.0,True,42,501459.0,742.0,251.0,79.8,,,,,4798.0,1.0,51.1
RI,2020,Rhode Island,True,2014.0,False,44,34634.0,435.0,180.0,80.1,325713.0,,,,,,0.0
RI,2021,Rhode Island,True,2014.0,False,44,31174.0,455.0,175.0,79.3,344318.0,4.34,1080438.0,46945.0,-3460.0,-10.0,-10.0
RI,2022,Rhode Island,True,2014.0,False,44,32345.0,477.0,135.0,84.7,362512.0,4.21,1076902.0,45382.0,1171.0,3.8,-6.6
RI,2023,Rhode Island,True,2014.0,False,44,29626.0,519.0,161.0,84.0,351551.0,4.49,1079737.0,48428.0,-2719.0,-8.4,-14.5
RI,2024,Rhode Island,True,2014.0,False,44,36121.0,545.0,152.0,86.4,,4.62,1096654.0,50647.0,6495.0,21.9,4.3
RI,2025,Rhode Island,True,2014.0,False,44,42117.0,568.0,155.0,87.8,297943.0,,,,5996.0,16.6,21.6
RI,2026,Rhode Island,True,2014.0,False,44,43446.0,649.0,246.0,82.2,,,,,1329.0,3.2,25.4
SC,2020,South Carolina,False,,True,45,214030.0,613.0,124.0,89.9,1129165.0,,,,,,0.0
SC,2021,South Carolina,False,,True,45,230050.0,583.0,128.0,89.5,1218518.0,10.04,5099812.0,511935.0,16020.0,7.5,7.5
SC,2022,South Carolina,False,,True,45,300392.0,585.0,107.0,93.6,1310679.0,9.07,5185489.0,470480.0,70342.0,30.6,40.4
SC,2023,South Carolina,False,,True,45,382968.0,620.0,84.0,94.9,1209326.0,9.1,5276214.0,480170.0,82576.0,27.5,78.9
SC,2024,South Carolina,False,,True,45,571175.0,599.0,69.0,95.8,1063506.0,8.96,5379981.0,481968.0,188207.0,49.1,166.9
SC,2025,South Carolina,False,,True,45,631948.0,572.0,73.0,95.3,977554.0,,,,60773.0,10.6,195.3
SC,2026,South Carolina,False,,True,45,587567.0,655.0,139.0,89.2,,,,,-44381.0,-7.0,174.5
SD,2020,South Dakota,True,2023.0,True,46,29331.0,687.0,136.0,91.5,122896.0,,,,,,0.0
SD,2021,South Dakota,True,2023.0,True,46,31375.0,698.0,132.0,90.7,134963.0,9.49,877855.0,83320.0,2044.0,7.0,7.0
SD,2022,South Dakota,True,2023.0,True,46,41339.0,696.0,91.0,94.4,144718.0,8.06,888485.0,71588.0,9964.0,31.8,40.9
SD,2023,South Dakota,True,2023.0,True,46,47591.0,724.0,111.0,94.5,121314.0,8.26,900264.0,74379.0,6252.0,15.1,62.3
SD,2024,South Dakota,True,2023.0,True,46,52974.0,695.0,114.0,95.2,143339.0,8.11,905334.0,73403.0,5383.0,11.3,80.6
SD,2025,South Dakota,True,2023.0,True,46,54721.0,691.0,125.0,94.5,136509.0,,,,1747.0,3.3,86.6
SD,2026,South Dakota,True,2023.0,True,46,50951.0,684.0,211.0,83.3,,,,,-3770.0,-6.9,73.7
TN,2020,Tennessee,False,,True,47,200445.0,641.0,145.0,85.6,1575887.0,,,,,,0.0
TN,2021,Tennessee,False,,True,47,212052.0,619.0,162.0,85.8,1656694.0,9.98,6872677.0,686104.0,11607.0,5.8,5.8
TN,2022,Tennessee,False,,True,47,273680.0,619.0,128.0,90.3,1764906.0,9.31,6951491.0,647059.0,61628.0,29.1,36.5
TN,2023,Tennessee,False,,True,47,348097.0,638.0,110.0,92.3,1640064.0,9.31,7033220.0,654463.0,74417.0,27.2,73.7
TN,2024,Tennessee,False,,True,47,555103.0,622.0,73.0,94.7,1446477.0,9.69,7131213.0,690683.0,207006.0,59.5,176.9
TN,2025,Tennessee,False,,True,47,642867.0,634.0,72.0,95.0,1403189.0,,,,87764.0,15.8,220.7
TN,2026,Tennessee,False,,True,47,569310.0,838.0,141.0,90.3,,,,,-73557.0,-11.4,184.0
TX,2020,Texas,False,,True,48,1116293.0,532.0,115.0,88.5,4810748.0,,,,,,0.0
TX,2021,Texas,False,,True,48,1291972.0,550.0,120.0,89.7,5241375.0,17.97,29066872.0,5224044.0,175679.0,15.7,15.7
TX,2022,Texas,False,,True,48,1840947.0,557.0,86.0,93.8,5825481.0,16.58,29539484.0,4898967.0,548975.0,42.5,64.9
TX,2023,Texas,False,,True,48,2410810.0,578.0,65.0,95.2,4465981.0,16.38,30020476.0,4917038.0,569863.0,31.0,116.0
TX,2024,Texas,False,,True,48,3484632.0,566.0,50.0,96.3,4214876.0,16.73,30799313.0,5152427.0,1073822.0,44.5,212.2
TX,2025,Texas,False,,True,48,3966226.0,573.0,57.0,95.3,4083939.0,,,,481594.0,13.8,255.3
TX,2026,Texas,False,,True,48,4172233.0,709.0,89.0,92.9,,,,,206007.0,5.2,273.8
UT,2020,Utah,True,2020.0,True,49,200261.0,425.0,93.0,90.2,390385.0,,,,,,0.0
UT,2021,Utah,True,2020.0,True,49,207911.0,405.0,91.0,89.9,442121.0,9.03,3309594.0,298788.0,7650.0,3.8,3.8
UT,2022,Utah,True,2020.0,True,49,256932.0,408.0,62.0,93.7,482074.0,8.13,3353888.0,272623.0,49021.0,23.6,28.3
UT,2023,Utah,True,2020.0,True,49,295196.0,431.0,69.0,94.2,369439.0,7.97,3391381.0,270281.0,38264.0,14.9,47.4
UT,2024,Utah,True,2020.0,True,49,366939.0,468.0,67.0,95.3,343270.0,8.3,3476732.0,288681.0,71743.0,24.3,83.2
UT,2025,Utah,True,2020.0,True,49,421890.0,514.0,70.0,95.8,326193.0,,,,54951.0,15.0,110.7
UT,2026,Utah,True,2020.0,True,49,387336.0,571.0,120.0,90.4,,,,,-34554.0,-8.2,93.4
VA,2020,Virginia,True,2019.0,False,51,269474.0,641.0,174.0,84.0,1639534.0,,,,,,0.0
VA,2021,Virginia,True,2019.0,False,51,261943.0,595.0,171.0,83.5,1844299.0,6.83,8412758.0,574178.0,-7531.0,-2.8,-2.8
VA,2022,Virginia,True,2019.0,False,51,307946.0,577.0,126.0,89.0,2003672.0,6.45,8446378.0,545005.0,46003.0,17.6,14.3
VA,2023,Virginia,True,2019.0,False,51,346140.0,485.0,127.0,88.0,1968664.0,6.4,8489257.0,543479.0,38194.0,12.4,28.5
VA,2024,Virginia,True,2019.0,False,51,400058.0,473.0,119.0,87.5,1809945.0,6.94,8580424.0,595595.0,53918.0,15.6,48.5
VA,2025,Virginia,True,2019.0,False,51,388856.0,489.0,135.0,86.2,1676475.0,,,,-11202.0,-2.8,44.3
VA,2026,Virginia,True,2019.0,False,51,370086.0,575.0,215.0,77.9,,,,,-18770.0,-4.8,37.3
VT,2020,Vermont,True,2014.0,False,50,27335.0,1034.0,448.0,79.3,172171.0,,,,,,0.0
VT,2021,Vermont,True,2014.0,False,50,24866.0,1050.0,461.0,80.0,184874.0,3.66,639228.0,23375.0,-2469.0,-9.0,-9.0
VT,2022,Vermont,True,2014.0,False,50,26705.0,692.0,204.0,86.2,192634.0,3.87,640316.0,24801.0,1839.0,7.4,-2.3
VT,2023,Vermont,True,2014.0,False,50,25664.0,786.0,244.0,87.5,171666.0,3.38,642064.0,21681.0,-1041.0,-3.9,-6.1
VT,2024,Vermont,True,2014.0,False,50,30027.0,874.0,243.0,88.6,157646.0,4.22,642759.0,27102.0,4363.0,17.0,9.8
VT,2025,Vermont,True,2014.0,False,50,32862.0,1067.0,220.0,92.7,150683.0,,,,2835.0,9.4,20.2
VT,2026,Vermont,True,2014.0,False,50,30344.0,1090.0,364.0,76.9,,,,,-2518.0,-7.7,11.0
WA,2020,Washington,True,2014.0,False,53,212188.0,528.0,283.0,60.0,1908464.0,,,,,,0.0
WA,2021,Washington,True,2014.0,False,53,222731.0,505.0,262.0,60.7,2055411.0,6.41,7618375.0,488053.0,10543.0,5.0,5.0
WA,2022,Washington,True,2014.0,False,53,239566.0,485.0,229.0,70.0,2168482.0,6.1,7667041.0,467558.0,16835.0,7.6,12.9
WA,2023,Washington,True,2014.0,False,53,230371.0,576.0,270.0,69.8,1928423.0,6.25,7693927.0,481063.0,-9195.0,-3.8,8.6
WA,2024,Washington,True,2014.0,False,53,272494.0,595.0,271.0,71.4,1842227.0,6.52,7843290.0,511691.0,42123.0,18.3,28.4
WA,2025,Washington,True,2014.0,False,53,308227.0,629.0,288.0,72.8,1785532.0,,,,35733.0,13.1,45.3
WA,2026,Washington,True,2014.0,False,53,290109.0,738.0,343.0,64.5,,,,,-18118.0,-5.9,36.7
WI,2020,Wisconsin,False,,True,55,195498.0,657.0,173.0,85.0,1219693.0,,,,,,0.0
WI,2021,Wisconsin,False,,True,55,191702.0,629.0,185.0,83.3,1332720.0,5.36,5828354.0,312171.0,-3796.0,-1.9,-1.9
WI,2022,Wisconsin,False,,True,55,212209.0,629.0,161.0,88.4,1421699.0,5.19,5831451.0,302843.0,20507.0,10.7,8.5
WI,2023,Wisconsin,False,,True,55,221128.0,668.0,173.0,88.1,1337200.0,4.86,5851267.0,284164.0,8919.0,4.2,13.1
WI,2024,Wisconsin,False,,True,55,266327.0,671.0,166.0,88.5,1197988.0,5.27,5897068.0,310536.0,45199.0,20.4,36.2
WI,2025,Wisconsin,False,,True,55,313579.0,687.0,167.0,88.9,1121592.0,,,,47252.0,17.7,60.4
WI,2026,Wisconsin,False,,True,55,291336.0,784.0,250.0,78.3,,,,,-22243.0,-7.1,49.0
WV,2020,West Virginia,True,2014.0,True,54,20066.0,992.0,285.0,86.3,566858.0,,,,,,0.0
WV,2021,West Virginia,True,2014.0,True,54,19381.0,1038.0,323.0,85.7,611926.0,6.08,1755887.0,106817.0,-685.0,-3.4,-3.4
WV,2022,West Virginia,True,2014.0,True,54,23037.0,1144.0,204.0,93.7,645172.0,5.92,1741322.0,103070.0,3656.0,18.9,14.8
WV,2023,West Virginia,True,2014.0,True,54,28325.0,1174.0,168.0,95.2,535197.0,5.92,1736140.0,102717.0,5288.0,23.0,41.2
WV,2024,West Virginia,True,2014.0,True,54,51046.0,1119.0,118.0,96.6,505131.0,5.79,1736098.0,100543.0,22721.0,80.2,154.4
WV,2025,West Virginia,True,2014.0,True,54,67113.0,1170.0,101.0,97.1,490156.0,,,,16067.0,31.5,234.5
WV,2026,West Virginia,True,2014.0,True,54,55879.0,1314.0,208.0,88.9,,,,,-11234.0,-16.7,178.5
WY,2020,Wyoming,False,,True,56,24574.0,967.0,128.0,90.9,64559.0,,,,,,0.0
WY,2021,Wyoming,False,,True,56,26728.0,870.0,127.0,90.6,72773.0,12.16,570046.0,69308.0,2154.0,8.8,8.8
WY,2022,Wyoming,False,,True,56,34762.0,857.0,88.0,94.7,83301.0,11.5,570764.0,65619.0,8034.0,30.1,41.5
WY,2023,Wyoming,False,,True,56,38565.0,965.0,134.0,95.1,75000.0,10.65,573746.0,61120.0,3803.0,10.9,56.9
WY,2024,Wyoming,False,,True,56,42293.0,937.0,118.0,94.9,64041.0,10.28,576912.0,59332.0,3728.0,9.7,72.1
WY,2025,Wyoming,False,,True,56,46643.0,1006.0,134.0,95.2,59286.0,,,,4350.0,10.3,89.8
WY,2026,Wyoming,False,,True,56,41545.0,1217.0,235.0,87.1,,,,,-5098.0,-10.9,69.1
